,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
1423,1954,False,0,1,3,0,0,0,True,1,2,1733.0219,1
1424,1954,True,1,1,1,0,1,0,True,3,1,7093.5961,1
1425,1955,True,1,0,1,0,2,0,True,1,1,3809.4949,1
1426,1955,True,1,0,1,0,2,0,True,0,1,3542.3716,1
1427,1955,True,1,1,1,0,2,0,True,0,1,4507.5798,1
1428,1955,True,1,1,1,0,2,0,True,0,1,4539.2679,1
1429,1956,True,1,0,1,0,2,0,True,0,1,3450.6528,1
1430,1956,True,1,0,1,0,2,0,True,0,1,3458.9483,1
1431,1956,True,1,1,1,0,2,0,True,0,1,4531.9217,1
1432,1956,True,1,1,1,0,2,0,True,1,1,4954.5742,1
1433,1956,True,1,1,1,0,2,0,True,1,1,4934.2239,1
1434,1957,True,1,0,1,0,2,0,True,1,1,3853.0142,1
1435,1957,True,1,1,1,0,2,0,True,1,1,4973.4082,1
1436,1957,True,1,1,1,0,2,0,True,1,1,4997.7007,1
1437,1968,True,0,0,1,1,2,Manual,True,2,1,1938.3238,1
1438,1967,True,0,0,3,3,0,Manual,False,0,1,823.7162,1
1439,1967,False,0,1,3,3,0,Manual,True,0,1,1759.7463,1
1440,1926,True,1,1,1,0,3,0,True,2,1,7279.1752,1
1441,1966,False,0,1,4,4,0,Manual,True,0,1,1599.4246,1
1442,1966,True,1,1,1,1,3,0,True,2,1,6599.5502,1
1443,1965,False,0,0,4,3,0,Manual,True,0,2,1317.5436,1
1444,1965,False,0,1,2,2,1,Manual,True,0,2,1929.4966,1
1445,1965,True,1,1,1,1,3,1,True,0,2,6685.4123,1
1446,1964,False,0,0,2,2,1,Manual,True,0,2,1462.8254,1
1447,1963,True,0,0,3,2,0,Manual,False,0,2,899.099,1
1448,1963,False,0,0,3,3,1,Manual,True,0,2,1426.3389,1
1449,1964,True,1,1,2,2,2,0,False,0,2,3175.2955,1
1450,1964,False,1,1,2,2,2,0,True,0,2,4690.0475,1
1451,1964,False,1,1,2,2,2,0,True,0,3,4663.4637,1
1452,1963,False,1,0,2,2,2,0,True,0,2,3646.2729,1
1453,1963,False,1,0,2,2,2,0,True,0,2,3622.441,1
1454,1979,False,1,0,3,3,2,0,True,0,2,3381.7305,1
1455,1979,False,1,0,3,3,2,0,True,0,2,3386.5098,1
1456,1979,False,1,0,3,3,2,0,True,0,3,3425.7603,1
1457,1978,False,0,0,5,5,1,Manual,True,0,4,1231.4101,1
1458,1962,True,1,1,1,0,3,1,True,0,1,7244.3371,1
1459,1978,False,1,0,4,4,2,0,True,0,2,3191.8347,1
1460,1977,False,1,0,0,0,2,0,False,0,1,4491.977,1
1461,1977,True,1,1,0,0,2,0,False,0,1,4742.302,1
1462,1977,False,1,0,0,0,2,0,True,2,1,7055.6433,1
1463,1977,False,1,1,0,0,2,0,False,0,1,5895.7714,1
1464,1976,False,0,0,0,0,1,Manual,False,3,1,3444.745,1
1465,1976,False,1,1,0,0,2,0,False,0,1,5927.4879,1
1466,1976,False,1,0,0,0,2,0,False,2,1,5907.4595,1
1467,1974,False,0,1,0,0,0,Manual,False,1,2,2558.6722,1
1468,1975,False,1,1,0,0,2,0,False,0,1,5893.768,1
1469,1972,False,1,0,4,4,2,0,True,0,2,3171.2473,1
1470,1971,False,1,1,4,4,1,1,True,4,3,9350.1919,1
1471,1968,False,2,1,2,2,3,1,False,0,1,8903.1806,3
1472,1968,False,2,1,2,2,3,1,True,2,1,13867.4487,3
1473,1968,False,2,0,2,2,3,1,True,2,1,10619.7791,3
1474,1967,False,1,0,0,0,3,2,False,2,1,11036.8364,1
1475,1967,False,2,1,2,2,3,1,True,2,1,13868.0656,3
1476,1969,True,2,1,5,5,4,2,True,2,2,8952.8724,3
1477,1969,True,2,1,5,5,4,2,False,0,2,5814.3941,3
1478,1969,True,2,1,5,5,4,2,False,0,2,5780.402,3
1479,1969,True,2,1,5,5,4,2,True,4,3,13814.7357,3
1480,1965,False,1,0,0,0,3,2,False,0,1,8503.6084,1
1481,1965,False,3,0,3,3,3,1,True,4,3,18842.1771,2
1482,1964,True,1,0,0,0,3,2,False,0,1,6761.5939,1
1483,1964,False,1,0,4,4,3,1,True,2,2,6605.9447,1
1484,1964,False,1,1,4,4,3,1,False,0,2,5505.2358,1
1485,1964,False,1,1,4,4,3,1,True,4,3,13334.647,1
1486,1964,False,1,0,4,2,3,1,True,0,3,5066.5299,1
1487,1963,True,2,1,4,2,3,2,True,2,2,11196.4288,3
1488,1968,False,2,1,0,0,3,2,False,0,1,15475.8802,3
1489,1963,False,2,1,0,0,3,2,True,2,1,24168.5309,3
1490,1963,False,2,1,0,0,3,2,False,2,1,20140.7939,3
1491,1962,False,1,1,3,2,1,1,True,2,3,6465.93,1
1492,1962,True,2,0,1,0,2,1,True,0,1,6254.1114,3
1493,1961,True,1,1,4,3,1,1,True,4,3,7451.0002,1
1494,1960,True,1,1,4,2,1,1,True,2,2,4858.4189,1
1495,1967,True,2,1,0,0,2,1,False,0,1,8542.2088,3
1496,1967,False,2,1,0,0,4,2,False,0,1,13424.7799,3
1497,1960,True,2,0,1,0,2,1,True,0,1,6313.9206,3
1498,1960,True,2,1,1,0,2,1,True,0,1,8220.4283,3
1499,1960,True,2,0,1,0,2,1,True,0,1,6329.5471,3
1500,1959,True,2,0,1,0,4,2,True,0,1,7883.8141,3
1501,1967,True,2,0,5,5,3,2,True,4,3,12241.641,3
1502,1967,False,2,0,5,5,3,2,True,4,4,15400.9058,3
1503,1966,True,3,0,5,5,4,3,True,0,3,7851.1647,0
1504,1966,True,3,0,5,5,4,3,True,0,3,7784.4015,0
1505,1965,False,2,0,3,3,3,2,False,0,1,7381.7181,3
1506,1968,False,2,0,0,0,3,2,True,3,1,25723.5987,3
1507,1965,False,2,1,0,0,3,2,False,3,1,27841.6042,3
1508,1964,True,2,0,4,4,3,2,True,3,2,11947.6602,3
1509,1968,True,3,1,2,0,3,3,True,1,2,17537.0578,0
1510,1968,True,3,0,2,0,3,3,True,0,3,12275.89,0
1511,1968,True,3,0,3,0,3,3,True,0,3,11468.1032,0
1512,1979,False,1,0,0,0,1,1,False,1,2,5711.7056,1
1513,1979,False,1,0,0,0,2,1,True,3,1,12736.2277,1
1514,1944,True,0,0,5,0,1,1,False,1,3,1133.5633,1
1515,1944,True,0,1,4,0,1,1,True,3,2,2967.5896,1
1516,1979,True,2,0,0,0,2,1,True,3,2,14195.0558,3
1517,1978,False,1,1,0,0,1,1,False,1,2,7336.6639,1
1518,1978,False,1,1,0,0,0,0,True,3,2,10619.8044,1
1519,1978,False,2,1,0,0,2,1,False,1,2,11775.7693,3
1520,1946,True,1,1,2,0,2,0,False,3,2,6109.1218,1
1521,1947,True,0,0,4,0,1,1,False,1,2,1133.9726,1
1522,1947,True,0,0,4,0,1,1,True,3,2,2294.8367,1
1523,1947,True,1,0,2,0,2,0,False,1,2,2874.4572,1
1524,1948,True,0,1,2,1,0,0,True,3,2,2228.3855,1
1525,1978,True,2,1,0,0,2,1,True,3,2,18567.892,3
1526,1977,False,1,1,0,0,2,1,False,1,1,8399.9508,1
1527,1977,True,2,1,0,0,2,1,False,0,2,8587.4988,3
1528,1977,True,2,0,0,0,2,1,True,3,2,14229.3619,3
1529,1949,True,0,0,2,1,0,0,True,1,2,1043.6749,1
1530,1949,True,0,0,2,1,0,0,True,1,2,1033.19,1
1531,1950,True,1,1,3,0,2,0,False,1,2,3529.7998,1
1532,1951,True,1,1,3,0,1,1,True,3,2,7918.4176,1
1533,1951,True,1,1,3,0,1,1,True,3,2,7898.6817,1
1534,1952,True,1,0,3,0,1,1,True,3,2,6115.7153,1
1535,1952,True,1,0,3,0,1,1,True,3,2,6096.1947,1
1536,1975,False,1,0,0,0,1,1,True,3,2,11199.908,1
1537,1975,False,1,0,0,0,1,1,True,3,2,11138.7349,1
1538,1975,False,2,0,0,0,2,1,False,1,2,9050.3147,3
1539,1974,True,1,1,0,0,1,1,True,3,2,11567.1235,1
1540,1973,True,2,1,0,0,2,2,False,0,2,9866.4972,3
1541,1955,False,3,1,2,0,1,1,False,1,2,9178.7278,1
1542,1956,True,2,1,2,0,1,1,False,1,2,6063.8398,3
1543,1957,False,3,0,2,0,1,2,False,3,2,13351.6503,2
1544,1958,False,4,1,0,0,4,3,False,0,2,27528.5357,0
1545,1974,True,2,0,0,0,2,2,True,3,2,16440.3472,3
1546,1959,True,4,0,0,0,4,3,True,0,3,20409.9931,0
1547,1959,False,4,1,0,0,4,3,False,0,3,27593.3131,0
1548,1957,False,3,0,2,0,0,1,False,1,3,6705.6423,1
1549,1957,False,3,0,2,0,0,1,True,3,2,13199.5882,1
1550,1957,True,2,0,2,0,1,2,False,1,2,5399.155,3
1551,1957,False,2,0,2,0,1,2,True,3,2,13163.7255,3
1552,1967,True,3,0,5,5,3,2,True,0,4,7518.5406,2
1553,1966,False,3,1,0,0,4,3,False,0,1,19756.1147,0
1554,1960,True,2,1,1,0,2,1,True,3,1,14844.8827,3
1555,1960,True,2,1,1,0,2,1,True,0,1,8162.201,3
1556,1959,True,3,1,1,0,3,2,True,3,1,26134.6796,2
1557,1965,True,3,1,5,5,3,2,True,1,4,10830.8945,2
1558,1965,True,3,1,5,5,3,2,True,1,4,10823.8368,2
1559,1965,True,3,0,5,5,3,2,True,1,4,8390.5486,2
1560,1964,False,2,0,0,0,3,2,True,3,1,25797.5852,3
1561,1963,False,2,1,0,0,3,2,True,3,1,33443.6868,3
1562,1962,False,2,1,5,4,3,2,True,3,2,17901.1072,3
1563,1962,True,2,0,5,4,3,2,True,0,2,6149.2488,3
1564,1976,False,1,1,0,0,1,1,True,3,2,14509.4657,1
1565,1976,True,1,1,0,0,1,1,True,3,2,11640.7718,1
1566,1976,False,1,1,0,0,1,1,True,3,2,14482.9797,1
1567,1975,True,1,1,0,0,1,1,True,3,2,11540.0595,1
1568,1976,False,1,0,0,0,1,1,True,3,3,11114.6144,1
1569,1980,True,1,0,0,0,1,1,True,3,2,8930.0188,1
1570,1980,False,1,1,0,0,1,1,False,0,2,6723.9644,1
1571,1980,False,1,1,0,0,1,1,False,0,2,6750.0711,1
1572,1980,True,1,1,0,0,1,1,False,0,2,5454.6701,1
1573,1937,False,1,1,2,0,3,3,True,3,2,20806.2997,0
1574,1978,False,1,0,0,0,1,1,False,0,2,5185.4266,1
1575,1979,True,1,1,0,0,1,1,True,3,2,11553.4565,1
1576,1979,True,1,0,0,0,1,1,True,3,2,8864.4057,1
1577,1939,True,1,1,2,0,3,3,True,0,2,9198.0494,0
1578,1941,True,1,0,2,0,3,3,True,3,2,12876.3794,0
1579,1942,True,1,1,2,0,3,3,True,0,3,9299.6723,0
1580,1943,False,1,0,2,0,3,3,True,3,2,16079.7387,0
1581,1976,False,1,1,0,0,2,1,False,1,1,8501.5903,1
1582,1975,False,1,0,0,0,1,1,True,3,2,11163.5881,1
1583,1975,False,1,1,0,0,1,1,True,3,2,14485.9405,1
1584,1974,True,1,1,0,0,2,1,False,1,1,6814.6905,1
1585,1972,False,2,1,0,0,2,1,False,0,3,10673.2519,3
1586,1972,False,2,1,0,0,2,1,False,3,2,19349.7539,3
1587,1972,False,2,0,0,0,2,1,False,0,2,8320.4937,3
1588,1968,False,3,0,0,0,3,3,False,1,1,19318.9097,0
1589,1967,False,3,0,1,0,3,3,True,1,2,18442.6544,0
1590,1967,False,4,0,0,0,4,3,True,4,1,50947.2261,0
1591,1967,True,4,0,0,0,3,3,True,1,2,25839.0195,0
1592,1967,False,4,1,0,0,4,3,False,0,2,27637.1351,0
1593,1942,True,3,0,5,0,3,3,True,3,2,17923.6468,0
1594,1979,True,0,1,0,0,2,Manual,True,2,1,3550.5503,1
1595,1978,False,0,1,0,0,2,Manual,True,2,1,4358.0635,1
1596,1976,True,0,0,0,0,1,Manual,True,0,2,1812.9792,1
1597,1960,True,0,1,1,1,1,Manual,True,2,1,2290.3166,1
1598,1959,True,0,1,1,1,1,Manual,True,2,1,2207.539,1
1599,1922,True,0,0,3,0,3,0,False,0,2,1285.6895,1
1600,1951,True,0,1,2,0,2,Manual,True,0,1,1945.7772,1
1601,1944,False,3,0,5,0,2,2,False,2,2,8935.5636,2
1602,1944,False,4,0,3,3,3,3,False,0,4,15186.6456,0
1603,1945,True,2,0,5,1,1,2,True,4,3,8610.014,3
1604,1945,True,2,1,5,1,1,2,True,4,3,11145.4462,3
1605,1945,True,4,0,3,3,3,3,True,3,4,26247.9944,0
1606,1946,True,3,0,5,0,2,2,False,2,3,7193.9561,2
1607,1946,True,3,1,5,0,2,2,False,2,2,9335.1038,2
1608,1946,False,3,0,5,0,2,2,False,4,2,13814.1644,2
1609,1946,False,3,0,2,2,3,3,True,4,4,27898.4003,0
1610,1946,True,3,1,2,2,3,3,True,4,4,29040.735,0
1611,1954,True,4,1,3,3,2,2,True,4,5,25305.7424,2
1612,1953,False,4,0,0,0,2,2,False,0,3,16328.7485,2
1613,1952,False,3,1,4,1,2,2,True,4,2,21125.6331,2
1614,1952,True,3,1,3,3,2,2,True,2,4,11763.8653,2
1615,1951,True,3,0,4,1,1,2,True,4,3,11344.6382,2
1616,1951,True,3,0,4,1,1,2,False,2,2,6228.7932,2
1617,1951,True,3,0,4,1,1,2,True,2,5,7386.3989,2
1618,1950,True,3,1,4,1,1,3,True,3,5,15995.8514,0
1619,1950,False,3,0,3,4,2,3,True,4,4,20871.9347,0
1620,1950,True,4,0,4,4,2,3,False,4,3,18073.7237,0
1621,1950,False,4,1,4,6,1,3,False,0,3,12952.6599,0
1622,1950,True,4,0,3,3,2,3,False,4,3,19392.0749,0
1623,1949,True,3,1,3,5,2,3,True,3,4,19527.7527,0
1624,1949,True,4,0,4,4,1,3,True,4,3,19107.2603,0
1625,1949,True,4,1,4,5,1,3,True,0,4,12385.8822,0
1626,1948,True,2,0,5,1,0,1,True,3,4,6405.2962,3
1627,1948,True,3,0,5,1,1,3,True,4,4,12639.5615,0
1628,1948,False,3,1,4,1,0,1,True,4,4,15318.5908,2
1629,1947,False,3,1,5,0,1,3,True,4,2,22651.7984,0
1630,1947,True,3,0,5,0,0,1,False,3,2,7192.8393,2
1631,1947,True,4,1,4,6,0,2,True,4,3,19590.3494,2
1632,1947,False,4,1,5,5,1,3,True,4,4,28780.9862,0
1633,1975,True,2,1,0,0,3,2,True,4,4,29791.4231,3
1634,1976,True,3,0,0,0,3,2,True,4,2,28075.4604,2
1635,1975,False,2,0,0,0,3,2,False,4,3,23795.6832,3
1636,1975,False,3,1,0,0,3,2,False,4,3,37971.659,2
1637,1975,True,3,0,0,0,3,2,True,4,3,28089.8863,2
1638,1975,False,3,0,0,0,3,2,False,4,2,29188.8975,2
1639,1974,False,2,1,0,0,3,2,False,4,4,30954.6571,3
1640,1974,False,3,1,0,0,3,2,False,4,3,37981.8619,2
1641,1974,False,3,1,0,0,3,2,False,4,3,38122.9188,2
1642,1974,False,3,0,0,0,3,2,False,4,3,29244.3014,2
1643,1974,True,3,0,0,0,1,3,True,4,2,23599.7327,0
1644,1972,False,3,1,0,0,3,2,False,4,3,38118.4956,2
1645,1972,False,3,0,0,0,3,2,True,4,3,35095.6833,2
1646,1972,True,3,1,0,0,3,2,False,4,3,30418.7732,2
1647,1973,False,4,0,0,0,2,3,True,4,3,46956.75,0
1648,1972,True,3,0,0,0,3,2,False,4,3,23404.656,2
1649,1972,False,3,0,0,0,3,2,False,4,3,29254.663,2
1650,1972,True,3,0,0,0,1,3,True,4,3,23549.6563,0
1651,1971,False,3,1,0,0,3,2,True,4,4,45695.9934,2
1652,1971,False,3,1,0,0,3,2,True,4,4,45586.4504,2
1653,1971,False,3,1,0,0,3,2,False,4,3,38045.3356,2
1654,1972,True,4,0,0,0,0,2,True,4,4,26060.5775,2
1655,1971,True,3,1,0,0,1,3,True,4,3,30690.2798,0
1656,1971,False,3,1,0,0,1,3,True,4,3,38354.9845,0
1657,1970,False,3,0,0,0,1,3,True,4,4,29444.5411,0
1658,1970,True,3,1,0,2,0,2,False,4,4,18483.1743,2
1659,1970,True,4,0,0,0,1,3,True,4,5,32961.6426,0
1660,1970,True,4,0,0,0,0,2,True,4,4,26156.8055,2
1661,1970,True,4,1,0,2,0,2,True,4,4,30902.9472,2
1662,1941,True,2,0,5,0,3,3,True,4,2,16225.7187,0
1663,1942,True,2,1,5,0,3,3,True,1,2,11533.0144,0
1664,1942,False,3,0,5,0,3,3,True,3,2,22322.2303,0
1665,1942,True,3,0,5,0,3,3,True,3,2,17953.2552,0
1666,1942,True,3,0,5,0,3,3,True,3,2,17938.0543,0
1667,1942,False,3,1,5,0,3,3,True,3,5,29145.4021,0
1668,1942,True,3,1,5,0,3,3,True,3,2,23358.8328,0
1669,1942,True,3,0,2,2,4,3,True,3,3,17442.1238,0
1670,1942,True,4,1,2,2,4,3,True,3,2,31500.8173,0
1671,1942,False,4,1,2,2,3,3,False,0,4,21028.8633,0
1672,1942,True,4,1,2,2,4,3,True,3,2,31568.0117,0
1673,1943,True,3,0,2,4,4,3,True,1,3,10665.3788,0
1674,1943,False,4,1,2,2,3,3,True,3,2,45433.2303,0
1675,1943,True,4,0,2,2,3,3,False,3,2,23311.6187,0
1676,1943,False,4,0,2,2,4,3,False,0,2,13989.9368,0
1677,1943,True,4,1,2,4,4,3,True,0,2,17450.2374,0
1678,1944,False,2,0,4,0,3,3,True,4,2,21806.0808,0
1679,1953,False,1,1,3,0,2,1,True,3,3,11263.2949,1
1680,1953,False,2,0,2,0,4,3,True,3,2,19392.1429,0
1681,1954,False,3,0,2,0,2,1,True,3,2,15865.9447,1
1682,1954,False,3,1,2,0,2,1,False,1,2,10587.151,1
1683,1975,False,1,1,0,0,2,1,True,3,3,16493.3713,1
1684,1975,True,1,1,0,0,2,1,True,3,2,13290.625,1
1685,1975,False,1,0,0,0,2,1,False,1,2,6490.8569,1
1686,1975,False,1,0,0,0,1,1,True,3,2,11110.5767,1
1687,1975,True,1,1,0,0,1,1,True,3,2,11517.909,1
1688,1974,True,1,1,0,0,1,1,True,3,2,11594.5528,1
1689,1974,False,1,0,0,0,1,1,False,1,2,5674.0804,1
1690,1973,False,2,1,0,0,2,1,False,1,3,11772.6249,3
1691,1976,True,2,1,0,0,2,2,True,3,2,21408.2804,3
1692,1955,False,3,1,2,0,1,1,True,3,2,18135.5241,1
1693,1955,False,3,0,2,0,1,1,True,3,2,13960.8725,1
1694,1958,True,4,0,0,0,4,3,True,4,1,40700.6806,0
1695,1974,False,1,0,0,0,1,2,True,3,2,12830.3003,1
1696,1974,False,2,1,0,0,2,2,False,1,3,13659.9199,3
1697,1974,False,2,1,0,0,2,2,False,1,2,13634.9971,3
1698,1974,False,2,0,0,0,2,2,False,1,2,10521.583,3
1699,1959,True,4,0,1,2,3,3,True,2,3,22151.1107,0
1700,1959,False,4,1,0,0,4,3,True,0,1,33119.1842,0
1701,1966,False,4,0,0,0,4,3,False,0,3,21201.7317,0
1702,1966,False,4,0,0,0,3,3,False,0,2,24459.8674,0
1703,1957,False,2,1,2,0,0,1,False,1,2,7182.2882,1
1704,1957,False,2,0,2,0,0,1,True,3,3,10819.5978,3
1705,1957,True,2,1,2,0,1,2,False,3,2,11342.363,3
1706,1957,True,2,1,2,0,1,2,False,1,2,6875.9126,3
1707,1957,False,2,0,2,0,1,2,True,3,2,13042.3525,3
1708,1957,True,2,1,2,0,1,2,False,1,2,6925.783,3
1709,1967,True,3,1,2,2,3,2,False,0,1,10135.6468,2
1710,1962,True,2,1,1,0,2,1,True,3,1,14746.1285,3
1711,1962,True,2,0,1,0,3,2,True,0,1,9084.6958,3
1712,1966,False,4,1,0,0,4,3,False,1,2,30323.2435,0
1713,1966,False,4,1,0,0,4,3,False,0,2,27666.0284,0
1714,1966,False,4,1,0,0,4,3,False,1,3,30432.9909,0
1715,1965,True,3,0,5,5,3,2,True,0,5,7545.4195,2
1716,1964,False,2,1,0,0,3,2,False,3,1,27836.3596,3
1717,1962,False,2,1,5,4,3,2,True,3,2,18001.1678,3
1718,1962,True,2,1,5,4,2,1,True,3,2,9974.9062,3
1719,1962,True,2,0,5,4,2,1,True,3,2,7669.7659,3
1720,1958,True,3,1,5,4,3,2,True,1,2,10776.8261,2
1721,1957,False,2,1,1,0,2,1,False,0,1,8589.0986,3
1722,1957,False,2,0,1,0,2,1,True,3,1,14209.3083,3
1723,1957,False,2,1,1,0,2,1,True,3,1,18484.0183,3
1724,1976,False,1,1,0,0,1,1,False,0,2,6721.6779,1
1725,1976,False,1,0,0,0,1,1,False,0,2,5185.238,1
1726,1976,False,1,0,0,0,1,1,False,0,2,5122.3442,1
1727,1976,True,1,1,0,0,1,1,True,3,2,11585.1196,1
1728,1980,False,1,1,0,0,1,1,True,3,2,14470.1613,1
1729,1980,False,1,1,0,0,0,0,False,3,2,8880.5473,1
1730,1978,True,1,0,0,0,1,1,True,3,2,8950.5503,1
1731,1978,True,1,1,0,0,1,1,True,3,2,11559.4656,1
1732,1978,False,1,0,0,0,1,1,False,0,2,5130.9774,1
1733,1978,True,1,0,0,0,1,1,False,0,2,4165.9684,1
1734,1977,False,1,0,0,0,0,0,False,0,2,3728.3777,1
1735,1977,False,1,0,0,0,1,1,True,3,2,11115.0074,1
1736,1979,True,1,1,0,0,0,0,False,0,3,3978.7418,1
1737,1979,False,1,0,0,0,1,1,False,0,2,5189.5488,1
1738,1979,True,1,1,0,0,1,1,True,3,2,11594.1097,1
1739,1939,False,1,1,2,0,2,0,True,3,2,9239.9382,1
1740,1940,True,1,0,2,0,3,3,False,0,2,5943.0567,0
1741,1941,False,1,0,2,0,3,3,True,3,2,16021.8924,0
1742,1941,False,1,0,2,0,3,3,True,3,2,16021.0436,0
1743,1976,True,1,0,0,0,1,1,True,3,2,8895.4291,1
1744,1976,False,1,0,0,0,1,1,False,1,2,5731.7808,1
1745,1976,False,1,0,0,0,2,1,True,3,1,12681.9031,1
1746,1975,False,1,0,0,0,1,1,False,1,2,5684.1338,1
1747,1974,False,1,1,0,0,2,1,False,1,1,8448.1694,1
1748,1973,True,2,1,0,0,2,1,True,3,1,18482.2083,3
1749,1967,False,3,0,0,0,3,3,True,1,2,23194.4365,0
1750,1967,True,3,1,1,0,3,3,True,1,2,19124.49,0
1751,1967,True,3,0,1,0,3,3,True,0,2,13478.979,0
1752,1972,False,1,1,4,4,2,0,True,1,2,4426.8607,1
1753,1944,False,2,0,4,0,3,3,True,4,2,21798.6456,0
1754,1944,False,2,0,4,0,3,3,True,1,2,11980.8384,0
1755,1944,False,2,1,4,0,4,3,True,4,2,24611.2338,0
1756,1944,True,2,1,4,0,4,3,True,4,2,19701.5655,0
1757,1944,True,2,0,5,0,3,3,True,1,2,8944.6854,0
1758,1944,False,2,0,5,0,3,3,True,4,2,20265.6252,0
1759,1944,False,2,1,5,0,3,3,True,4,2,26351.0523,0
1760,1945,True,2,0,4,0,3,3,True,2,2,11417.8542,0
1761,1945,True,2,0,4,0,3,3,True,4,2,17508.688,0
1762,1946,False,2,0,5,0,3,3,True,4,3,20194.7956,0
1763,1946,True,2,0,5,0,3,3,True,4,3,16171.6915,0
1764,1946,True,2,0,5,0,3,3,True,1,2,8889.7849,0
1765,1947,True,2,1,4,1,3,3,True,4,1,20666.5442,0
1766,1948,False,2,0,2,1,2,2,True,4,1,15057.9296,3
1767,1948,False,2,0,2,1,2,2,True,4,1,15087.9712,3
1768,1948,False,2,1,4,1,3,3,True,4,3,25855.6359,0
1769,1949,True,2,1,2,1,2,2,False,2,2,8507.1693,3
1770,1949,False,2,0,2,1,2,2,True,4,2,15158.7491,3
1771,1949,False,2,0,2,1,2,2,True,4,2,15149.4308,3
1772,1950,False,2,0,2,1,2,2,True,2,2,9834.4856,3
1773,1950,True,2,1,2,1,2,2,True,2,2,10269.8159,3
1774,1950,True,2,0,2,1,2,2,True,2,1,7882.1122,3
1775,1951,False,2,0,2,1,1,2,True,4,2,13238.5341,3
1776,1951,False,2,0,2,1,1,2,True,4,2,13203.1181,3
1777,1951,True,2,0,2,1,2,2,True,2,2,7936.9974,3
1778,1951,True,2,0,2,1,2,2,False,2,3,6561.1172,3
1779,1952,True,2,0,3,1,1,2,True,4,2,9922.5379,3
1780,1952,False,2,1,3,1,1,2,True,4,2,16154.5765,3
1781,1952,True,2,0,3,1,1,2,True,4,2,9873.7211,3
1782,1952,True,2,0,5,2,2,2,True,2,2,6385.2726,3
1783,1958,False,4,0,2,2,3,3,False,0,4,16263.5348,0
1784,1958,True,4,0,2,2,3,3,True,0,4,15514.5438,0
1785,1957,False,4,0,2,2,2,2,True,3,3,23375.4031,2
1786,1957,True,4,1,2,3,1,2,True,3,4,21220.434,2
1787,1956,True,4,1,3,4,2,2,True,3,3,22673.4845,2
1788,1955,False,4,0,3,3,2,2,False,0,3,10085.8458,2
1789,1955,False,4,0,3,3,2,2,False,0,3,10092.155,2
1790,1933,True,4,0,1,1,4,3,True,2,2,19161.5052,0
1791,1933,False,4,0,1,1,4,3,True,2,2,23885.3152,0
1792,1933,True,4,0,1,1,4,3,True,1,3,16161.2804,0
1793,1965,True,3,1,4,4,2,2,True,2,3,10964.4149,2
1794,1965,True,3,1,5,5,2,2,True,2,3,10198.6916,2
1795,1965,False,3,0,3,1,3,3,True,2,4,16947.2254,0
1796,1965,True,3,1,4,1,2,2,True,2,4,11065.7195,2
1797,1965,True,3,1,4,1,2,2,True,2,4,10926.6079,2
1798,1965,True,4,1,2,2,3,3,True,1,3,22298.1316,0
1799,1965,False,4,0,3,2,2,2,True,2,4,15771.3297,2
1800,1965,True,4,1,1,1,4,3,True,0,4,19126.0804,0
1801,1965,True,4,1,1,1,4,3,True,0,4,19128.3334,0
1802,1965,True,4,1,1,1,4,3,True,0,4,19149.3596,0
1803,1964,False,3,0,4,3,2,2,True,2,2,10542.6595,2
1804,1964,True,3,0,5,5,2,2,True,2,3,7835.0094,2
1805,1964,False,3,1,0,0,2,2,False,4,1,30451.8079,2
1806,1964,True,4,1,2,2,4,3,True,0,2,17460.1069,0
1807,1934,True,3,0,1,1,4,3,True,0,1,10548.2696,0
1808,1963,True,3,0,4,3,2,2,True,2,2,8514.0253,2
1809,1963,False,3,1,0,0,2,2,False,2,2,19725.6161,2
1810,1963,True,4,1,4,3,2,2,True,3,3,21193.3375,2
1811,1962,True,3,1,5,4,2,2,True,0,2,7893.3082,2
1812,1962,False,3,1,5,4,2,2,True,3,3,17632.7248,2
1813,1962,True,3,1,1,1,2,2,True,1,3,11653.0053,2
1814,1962,True,3,0,1,1,2,2,True,3,5,14588.8395,2
1815,1962,True,4,0,1,1,2,2,True,1,4,12469.1948,2
1816,1962,True,4,0,1,1,3,3,True,2,4,22059.5803,0
1817,1961,True,3,1,4,3,1,2,True,3,2,13352.7588,2
1818,1961,False,3,0,4,3,1,2,True,3,3,12759.6601,2
1819,1961,True,3,0,3,2,2,2,True,1,5,7629.0743,2
1820,1961,True,4,1,1,1,3,3,True,0,3,22118.2324,0
1821,1961,False,4,1,1,1,3,3,False,0,3,22999.994,0
1822,1961,True,4,0,3,3,3,3,True,0,3,14553.392,0
1823,1961,True,4,1,1,1,3,3,True,2,4,28761.3786,0
1824,1955,True,2,0,2,0,1,2,False,3,2,8782.4062,3
1825,1955,True,2,1,2,0,1,2,False,1,2,6941.3338,3
1826,1954,False,3,0,2,0,0,1,True,3,2,13241.848,1
1827,1936,False,4,0,1,0,4,3,False,0,4,16873.3232,0
1828,1960,True,3,1,5,4,2,2,True,3,3,14135.3351,2
1829,1960,False,3,0,4,3,1,2,True,3,3,12835.7141,2
1830,1960,True,3,1,4,3,1,2,True,3,3,13279.278,2
1831,1960,True,3,0,4,3,1,2,True,3,3,10265.7028,2
