BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
1973,False,0,1,0,0,0,0,True,1,2,3059.3771,1
1973,False,0,0,0,0,0,0,False,1,2,1997.7647,1
1973,False,1,1,0,0,2,1,True,2,1,9204.0283,1
1948,True,0,0,2,1,0,1,False,1,2,862.8826,1
1977,True,1,1,0,0,2,2,False,1,1,6730.5567,1
1977,False,1,0,0,0,2,2,True,3,2,12689.0371,1
1977,True,2,1,0,0,2,2,True,3,2,18547.1392,3
1977,True,2,1,0,0,2,2,False,1,3,9434.0441,3
1950,True,1,1,3,0,2,1,False,1,3,3516.0668,1
1951,True,1,0,3,0,1,2,False,1,2,3007.531,1
1951,True,1,1,3,0,1,2,False,1,2,4026.1797,1
1951,True,1,1,3,0,1,2,False,1,2,4037.4783,1
1980,False,2,1,0,0,2,2,False,0,3,10776.2855,3
1953,True,1,1,3,0,2,2,False,1,2,4615.5646,1
1954,True,3,1,2,0,2,2,True,3,2,16570.8385,2
1954,False,3,1,2,0,2,2,True,3,2,20724.1679,1
1954,False,3,0,2,0,2,2,False,1,2,8059.0654,1
1954,False,3,0,2,0,2,2,True,3,2,15925.9138,1
1975,True,1,1,0,0,2,2,True,3,2,13262.2612,1
1975,False,1,0,0,0,1,2,False,1,3,5718.6211,1
1975,False,1,0,0,0,1,2,True,3,2,11177.0288,1
1974,True,1,1,0,0,1,2,True,3,2,11585.6001,1
1955,True,1,1,1,0,2,1,True,0,1,4465.9949,1
1955,True,1,0,1,0,2,1,True,0,1,3539.8825,1
1955,True,1,0,1,0,2,1,True,0,1,3403.9988,1
1955,True,1,0,1,0,2,1,True,1,1,3845.1814,1
1957,True,1,1,1,0,2,1,True,0,1,4466.7014,1
1957,True,1,0,1,0,2,1,True,0,1,3466.8338,1
1968,True,0,1,1,1,2,0,True,2,1,2533.2684,1
1967,True,0,0,3,3,1,0,False,0,1,923.7826,1
1967,False,0,1,1,1,1,0,False,2,1,2400.4989,1
1967,False,1,1,1,1,3,1,False,1,1,5863.6205,1
1966,True,1,0,1,1,3,2,True,0,2,5049.3199,1
1965,True,1,1,1,1,3,2,True,0,3,6638.9074,1
1965,True,1,0,1,1,3,2,True,0,3,5161.6987,1
1964,False,0,0,4,3,0,0,True,0,2,1219.6095,1
1964,False,0,1,3,2,0,0,True,0,2,1791.6444,1
1964,False,0,0,3,2,0,0,True,0,2,1298.5772,1
1931,True,0,0,4,0,1,0,False,0,2,907.6082,1
1964,False,0,0,3,2,0,0,True,0,2,1292.929,1
1963,False,0,0,3,2,0,0,True,0,2,1350.5341,1
1963,True,0,0,3,3,1,0,False,0,1,888.373,1
1963,False,0,0,3,3,1,0,True,0,1,1381.669,1
1933,False,0,1,4,0,1,0,True,0,2,1950.8512,1
1963,False,0,1,4,4,1,0,True,0,1,1708.433,1
1965,False,1,1,2,2,2,1,True,0,1,4633.0555,1
1965,False,1,1,2,2,2,1,True,0,1,4692.5526,1
1964,False,1,1,2,2,2,1,True,0,2,4704.963,1
1964,True,1,1,2,2,2,1,False,0,2,3105.3448,1
1977,False,0,1,0,0,1,0,False,2,1,3191.4961,1
1976,True,0,0,0,0,0,0,False,0,2,1457.746,1
1979,False,0,0,4,4,1,0,True,0,2,1307.0385,1
1979,False,1,1,3,3,2,1,True,0,1,4404.3961,1
1979,False,1,0,3,3,2,1,True,0,2,3383.421,1
1962,True,1,0,1,0,3,2,True,0,1,5622.3919,1
1978,False,1,1,4,4,2,1,True,0,2,4138.3879,1
1977,False,1,0,5,5,2,1,True,0,2,2904.7684,1
1977,False,1,0,0,0,2,1,False,2,1,5967.6445,1
1911,True,0,0,4,0,1,0,False,0,3,1052.9946,1
1975,False,0,1,0,0,1,0,False,3,1,4461.5922,1
1976,False,0,0,0,0,0,0,False,2,1,2426.7311,1
1976,False,1,0,0,0,2,1,False,2,1,5930.1917,1
1976,True,1,0,0,0,2,1,False,0,1,3560.7973,1
1976,False,1,0,0,0,2,1,False,0,1,4581.6804,1
1974,False,0,1,0,0,0,0,True,0,2,2859.6098,1
1974,False,0,0,0,0,0,0,False,0,2,1836.6214,1
1974,False,0,1,0,0,0,0,True,1,3,3104.7892,1
1975,False,1,1,0,0,2,1,True,2,1,9228.7981,1
1913,True,0,0,4,0,1,0,False,0,2,998.5702,1
1974,False,0,0,0,0,0,0,False,1,2,1976.811,1
1973,False,0,0,0,0,0,0,False,0,2,1787.4557,1
1973,True,0,1,0,0,0,0,False,0,2,1814.9329,1
1973,False,0,1,0,0,0,0,False,1,2,2619.1712,1
1977,False,1,0,0,0,0,1,False,1,3,4218.0724,1
1977,False,2,1,0,0,2,2,False,0,2,10774.2401,3
1976,False,2,0,0,0,2,2,True,3,2,17849.0609,3
1949,True,0,1,2,1,0,1,True,1,2,1383.7682,1
1949,False,0,0,2,1,0,1,True,3,2,2144.2443,1
1950,True,1,0,3,0,2,1,False,3,2,4460.5892,1
1950,True,1,1,2,0,3,4,True,3,2,16714.693,0
1951,True,1,0,3,0,1,2,False,1,2,3149.8024,1
1951,False,1,0,3,0,1,2,True,3,2,7598.5589,1
1951,True,1,1,3,0,1,2,True,3,2,7851.1254,1
1979,False,2,1,0,0,2,2,True,3,2,23229.2959,3
1952,True,1,1,2,0,2,1,False,3,3,6150.2508,1
1953,True,1,0,3,0,2,2,True,3,2,6939.7126,1
1954,False,3,0,2,0,2,2,False,1,2,8095.8548,1
1954,False,3,0,2,0,2,2,False,1,2,8094.8497,1
1954,False,3,0,2,0,2,2,True,3,2,15956.3253,1
1975,False,1,0,0,0,2,2,True,3,2,12768.523,1
1975,False,1,1,0,0,2,2,True,3,2,16495.0874,1
1975,False,1,0,0,0,1,2,True,3,2,11200.1998,1
1975,False,1,0,0,0,1,2,False,1,2,5646.7772,1
1975,False,1,0,0,0,1,2,True,3,2,11209.3625,1
1975,False,1,1,0,0,1,2,True,3,2,14489.0143,1
1974,False,1,1,0,0,1,2,False,1,2,7355.9465,1
1974,False,1,0,0,0,1,2,True,3,2,11145.144,1
1973,True,2,0,0,0,2,2,True,3,2,14306.1023,3
1939,True,0,1,2,0,3,1,True,2,1,2699.4866,1
1942,True,0,1,3,0,2,0,True,0,1,1857.1499,1
1943,False,0,1,3,0,2,0,True,1,1,2581.7384,1
1960,False,0,1,1,1,1,0,False,1,1,1946.9553,1
1960,False,0,0,1,1,1,0,False,1,1,1496.806,1
1959,True,0,1,1,1,1,0,True,2,1,2259.0877,1
1959,True,0,0,1,1,1,0,True,2,1,1725.838,1
1959,True,0,1,2,0,2,0,True,0,1,1912.6072,1
1969,False,0,0,0,0,2,0,True,2,1,3318.9878,1
1968,False,0,1,2,2,1,0,True,0,1,1894.3217,1
1946,False,3,0,5,0,2,3,False,2,2,9046.3151,2
1946,False,3,0,2,2,3,4,True,4,4,27841.0088,0
1954,True,3,0,3,3,1,3,False,2,2,6560.4249,2
1954,False,3,1,3,3,1,3,True,4,3,19817.4902,2
1954,True,3,1,3,4,1,3,True,4,3,15894.5915,2
1954,True,3,1,3,3,1,3,True,4,3,15828.7914,2
1954,False,4,1,0,0,1,3,False,0,4,18537.0735,2
1953,True,3,1,3,3,2,3,True,4,4,18104.309,2
1953,True,4,1,3,4,3,4,True,4,3,37936.4949,0
1953,True,4,1,3,3,3,4,True,0,4,19017.6626,0
1952,True,3,0,4,1,2,3,True,4,2,12957.3366,2
1952,True,4,0,4,4,2,3,False,4,3,15119.6994,2
1952,True,4,1,4,4,3,4,False,4,3,29471.8647,0
1952,True,4,1,4,4,3,4,True,0,3,17642.3039,0
1951,False,3,0,3,3,2,3,True,4,4,17453.8386,2
1951,False,4,0,4,4,1,3,False,0,3,8204.6539,2
1950,True,4,1,4,5,3,4,True,4,3,35442.5614,0
1948,False,3,0,4,1,1,4,True,4,3,17041.1641,0
1948,False,4,0,5,5,1,4,False,0,4,9231.2526,0
1948,True,4,0,4,4,1,4,True,4,4,19024.8466,0
1947,True,4,0,4,4,0,3,True,4,3,15154.4594,2
1947,True,4,1,5,5,1,4,False,4,4,19157.6383,0
1975,True,2,0,0,0,3,3,True,4,4,22915.196,3
1976,False,2,1,0,0,3,3,True,4,3,37195.9728,3
1975,True,2,1,0,0,3,3,True,4,3,29690.1796,3
1975,False,2,1,0,0,3,3,True,4,3,37167.5342,3
1974,False,2,1,0,0,3,3,False,4,4,30987.7166,3
1974,True,2,0,0,0,3,3,False,4,4,19034.5628,3
1975,False,3,1,0,0,3,3,False,4,3,38057.0135,2
1974,True,2,0,0,0,3,3,True,4,4,22928.959,3
1973,True,3,0,0,0,3,3,True,4,3,28120.0359,2
1973,False,3,0,0,0,3,3,False,4,3,29225.0366,2
1974,False,3,1,0,0,3,3,False,4,2,37998.1228,2
1974,True,3,1,0,0,1,4,True,4,1,30658.6766,0
1974,True,4,0,0,0,2,4,True,4,3,37724.6344,0
1974,True,4,0,5,5,0,3,False,4,4,11671.8449,2
1973,True,3,1,0,0,3,3,True,4,3,36514.9122,2
1973,True,3,0,0,0,1,4,False,4,2,19690.4072,0
1973,False,3,1,0,0,1,4,True,4,2,38261.4625,0
1973,False,4,1,5,5,3,3,True,0,4,17153.1099,2
1972,False,3,1,0,0,3,3,False,4,3,38007.952,2
1972,True,3,1,0,0,1,4,False,4,2,25541.3204,0
1972,False,3,1,0,0,1,4,True,4,3,38369.3185,0
1971,True,3,0,0,0,3,3,True,4,4,28026.0564,2
1971,False,3,1,0,0,3,3,False,4,4,38033.1966,2
1972,False,4,0,0,2,1,4,True,4,4,37481.1572,0
1972,True,4,1,0,0,1,4,True,4,4,42822.1965,0
1971,False,3,0,0,0,3,3,True,4,4,35140.2285,2
1971,False,3,1,0,0,1,4,True,4,3,38362.7938,0
1971,True,3,0,0,1,1,4,True,4,5,21418.6506,0
1970,True,3,0,0,0,3,3,True,4,5,28123.7013,2
1970,True,3,1,0,0,0,3,True,4,4,24367.5448,2
1970,True,4,1,0,0,1,4,True,4,4,42782.3255,0
1971,True,4,1,0,0,1,4,True,4,4,42800.6984,0
1971,True,4,1,0,2,0,3,True,4,4,30883.8302,2
1971,False,4,0,0,0,0,3,True,4,4,32703.6893,2
1971,True,4,1,0,0,0,4,False,4,4,34014.7015,0
1941,False,2,0,5,0,3,4,True,4,2,20256.7901,0
1941,False,4,1,2,2,3,4,False,0,4,21063.0435,0
1941,False,4,1,1,2,4,4,False,0,4,19961.6605,0
1941,True,4,1,1,1,4,4,True,0,2,19172.8629,0
1942,True,3,1,2,2,4,4,True,1,3,13832.7321,0
1942,True,4,0,2,2,4,4,True,3,6,24269.8287,0
1942,True,4,0,2,2,3,4,True,3,4,27933.0617,0
1943,True,4,0,2,3,3,4,True,3,3,28003.88,0
1943,True,4,0,2,2,4,4,True,3,3,24237.147,0
1943,True,4,0,2,2,3,4,True,3,6,27967.3564,0
1973,True,2,0,0,0,2,3,True,3,2,16384.3936,3
1955,True,3,1,2,0,1,2,False,1,2,7405.974,1
1955,True,3,1,2,0,1,2,False,1,2,7369.0143,1
1955,False,3,0,2,0,1,2,True,3,2,13965.0755,1
1955,False,3,0,2,0,1,2,True,3,3,13939.5747,1
1956,False,2,1,2,0,1,2,False,1,3,7589.9401,1
1956,False,2,1,2,0,1,2,True,3,2,14704.2671,3
1957,False,2,0,2,0,1,3,False,1,2,6593.8367,3
1957,False,2,0,2,0,1,3,False,1,2,6744.3938,3
1958,True,4,0,0,2,4,4,True,3,1,33325.7893,0
1958,False,4,0,0,0,4,4,False,0,2,21230.5063,0
1973,False,3,0,0,0,3,4,False,2,1,22785.6141,0
1974,False,1,1,0,0,1,3,False,1,2,8434.5698,1
1974,False,2,0,0,0,2,3,True,3,2,20504.576,3
1974,False,2,0,0,0,2,3,True,3,2,20630.488,3
1974,False,2,1,0,0,2,3,False,1,2,13572.6383,3
1959,True,4,1,0,0,4,4,True,0,3,26434.09,0
1959,False,4,0,0,0,4,4,False,0,3,21198.5723,0
1966,True,4,0,0,1,4,4,True,1,3,20404.1173,0
1966,True,4,1,0,0,4,4,True,0,4,26521.3474,0
1957,True,2,1,2,0,0,2,True,3,2,11258.1458,3
1963,False,2,0,0,0,3,3,False,3,1,21500.2356,3
1967,False,3,1,5,5,3,3,True,1,4,13504.622,2
1962,True,2,1,1,0,3,3,True,0,1,11815.3204,3
1962,True,2,0,1,0,3,3,True,3,1,16357.9472,3
1961,False,2,1,1,0,2,2,False,0,1,8543.8742,3
1961,True,2,1,1,0,2,2,True,3,1,14710.5372,3
1966,False,4,0,0,0,4,4,False,1,2,23341.3827,0
1959,True,3,1,1,0,3,3,True,1,1,16003.3405,2
1965,False,2,0,0,0,3,3,False,0,1,11867.2516,3
1965,False,3,1,5,5,3,3,True,1,4,13479.2056,2
1964,False,2,0,0,0,3,3,False,3,1,21424.6755,3
1959,True,3,1,5,0,3,3,True,4,1,21578.477,2
1963,False,2,1,0,0,3,3,False,3,1,27805.2318,3
1963,False,2,0,0,0,3,3,False,0,2,11888.3969,3
1961,True,2,0,5,4,2,2,True,0,2,4192.4897,3
1958,True,3,0,5,4,3,3,False,0,2,6329.2175,2
1936,True,1,1,2,0,2,1,False,3,2,6150.0903,1
1960,True,2,0,5,4,2,2,True,4,3,8552.5658,3
1960,True,2,1,5,4,2,2,True,4,3,11067.4236,3
1956,False,2,0,1,0,2,2,False,0,1,6519.2328,3
1976,True,1,1,0,0,1,2,True,3,2,11574.8801,1
1976,True,1,0,0,0,1,2,True,3,2,8980.074,1
1976,False,1,1,0,0,1,2,False,0,2,6729.3901,1
1980,False,1,0,0,0,1,2,True,3,2,11173.1223,1
1980,False,1,1,0,0,1,2,True,3,3,14487.7348,1
1980,True,1,0,0,0,1,2,True,3,3,8878.6557,1
1979,True,1,1,0,0,1,2,True,3,2,11659.89,1
1980,False,1,1,0,0,1,2,False,0,2,6679.2956,1
1980,True,1,1,0,0,1,2,True,3,2,11597.6673,1
1937,True,1,1,2,0,2,1,False,3,2,6170.9049,1
1937,True,1,0,2,0,2,1,False,0,2,2629.498,1
1978,False,1,0,0,0,1,2,False,0,2,5150.7258,1
1938,True,1,1,2,0,3,4,True,3,2,16677.9088,0
1938,False,1,0,2,0,3,4,True,3,2,16056.8964,0
1977,False,1,0,0,0,1,2,False,0,2,5217.9477,1
1939,True,1,1,2,0,2,1,False,3,2,6167.3648,1
1939,True,1,1,2,0,3,4,True,3,2,16610.8593,0
1940,True,1,1,2,0,3,4,False,0,2,7720.4946,0
1940,True,1,1,2,0,3,4,False,0,2,7717.7596,0
1940,True,1,1,2,0,3,4,False,0,2,7775.3778,0
1942,True,1,0,2,0,3,4,True,0,2,7216.1869,0
1942,True,1,0,2,0,3,4,True,0,2,7132.669,0
1942,False,2,0,2,0,4,4,False,0,1,9028.1207,0
1976,False,1,0,0,0,1,2,False,1,2,5680.9505,1
1975,False,1,1,0,0,1,2,False,1,2,7406.5058,1
1973,True,2,1,0,0,2,2,True,3,1,18555.1904,3
1973,False,2,1,0,0,2,2,True,3,1,23224.8947,3
1972,False,2,0,0,0,2,2,True,3,2,17858.0799,3
1972,False,3,1,0,0,3,4,True,1,1,30137.8834,0
1968,True,3,1,0,0,3,4,False,0,1,18236.5563,0
1945,True,2,1,5,0,3,4,True,2,2,13668.2576,0
1945,True,2,1,5,0,3,4,True,4,2,21061.7958,0
1946,True,2,1,5,0,3,4,True,2,3,13748.6937,0
1946,True,2,0,5,0,3,4,True,4,3,16226.519,0
1946,True,2,0,5,0,3,4,True,4,3,16188.0339,0
1946,True,2,1,4,1,3,4,True,4,1,20631.1263,0
1947,True,2,1,5,0,3,4,True,2,3,13681.789,0
1947,True,2,0,5,0,3,4,True,2,3,10538.9558,0
1947,True,2,1,5,0,3,4,True,2,3,13707.4774,0
1947,False,2,1,5,0,3,4,True,4,3,26341.5582,0
1947,True,2,0,5,0,3,4,True,2,3,10600.9297,0
1947,True,2,0,4,1,3,4,True,1,1,8704.8608,0
1948,False,2,0,2,1,2,3,True,4,1,15135.601,3
1948,True,2,1,2,1,2,3,False,2,1,8446.0373,3
1949,True,1,0,2,1,1,3,True,2,2,4948.9693,2
1949,False,2,0,2,1,2,3,True,4,2,15108.729,3
1949,False,2,1,2,1,2,3,True,4,2,19690.6206,3
1949,True,2,1,2,1,2,3,False,2,2,8535.9512,3
1950,True,2,1,2,1,1,3,True,2,2,8969.0488,3
1950,False,2,1,2,1,1,3,True,4,2,17211.6988,3
1951,True,2,1,2,1,1,3,False,2,3,7499.1888,3
1951,True,2,1,2,1,2,3,True,4,2,15741.0516,3
1951,False,2,0,4,2,2,3,True,4,1,13205.2314,3
1951,True,2,1,4,2,2,3,True,1,1,7589.5433,3
1951,True,2,1,4,2,2,3,True,4,1,13765.9825,3
1951,True,2,0,4,2,2,3,True,2,2,6947.051,3
1952,True,2,1,4,2,2,3,True,2,2,8921.7829,3
1952,True,2,0,5,2,2,3,True,4,2,9806.907,3
1958,True,4,0,2,2,3,4,False,3,4,23283.3684,0
1958,True,4,1,1,1,2,3,False,3,3,22147.741,2
1958,True,4,0,1,1,2,3,False,3,4,17062.0017,2
1957,True,4,1,2,2,1,3,True,3,4,21178.7287,2
1957,True,4,0,2,3,1,3,True,3,4,16389.8397,2
1957,True,4,1,3,3,2,3,True,3,3,22667.3474,2
1957,True,4,1,3,3,3,4,True,0,3,19044.1289,0
1956,True,4,1,2,2,1,3,True,3,2,21299.9009,2
1955,True,4,0,3,3,2,3,True,3,3,17544.2575,2
1955,True,4,1,3,5,2,3,True,0,3,12649.5663,2
1933,False,1,0,2,0,4,4,True,3,2,13983.8303,0
1933,True,2,1,4,0,4,4,True,3,2,17750.2767,0
1965,True,3,1,4,4,2,3,True,2,6,11009.6472,2
1965,True,3,0,4,4,2,3,True,2,3,8447.2394,2
1965,False,4,1,2,2,3,4,False,1,3,23144.3561,0
1964,True,3,1,4,3,2,3,True,2,1,10963.0705,2
1964,True,4,0,3,2,3,4,True,2,4,18944.6645,0
1964,False,4,1,2,2,4,4,False,0,2,18248.1896,0
1964,False,4,0,0,0,4,4,False,1,3,23389.2839,0
1963,False,3,0,4,3,2,3,False,0,2,6782.3369,2
1963,True,3,1,4,3,2,3,True,2,2,11028.6756,2
1963,False,3,1,0,1,2,3,True,2,2,21576.4034,2
1963,False,4,0,4,2,3,4,True,3,4,30689.5972,0
1963,True,4,1,0,0,4,4,True,1,3,29090.1392,0
1962,True,3,0,5,4,2,3,True,3,4,10868.6086,2
1962,True,3,1,5,4,2,3,True,3,4,14134.3468,2
1962,True,3,0,1,1,2,3,True,3,3,14593.5498,2
1962,False,3,1,1,1,2,3,True,3,3,23822.9047,2
1962,True,4,0,1,3,3,4,True,1,2,18704.5171,0
1962,False,4,1,1,1,3,4,False,0,5,23032.4648,0
1962,True,4,1,1,2,3,4,True,0,4,22064.0285,0
1961,True,3,0,5,4,2,3,True,1,3,6653.5792,2
1961,False,3,0,3,2,2,3,True,3,4,15634.6181,2
1961,True,4,0,1,1,1,3,True,3,4,17842.191,2
1961,True,4,0,1,2,3,4,True,2,3,22074.554,0
1961,False,4,0,1,1,3,4,False,0,3,17741.7466,0
1961,True,4,0,0,0,4,4,True,2,4,26559.7355,0
1955,True,2,0,2,0,1,3,False,1,2,5382.5718,3
1954,True,3,1,2,0,0,2,True,3,2,13766.4208,2
1935,True,1,1,4,0,1,3,False,3,2,7045.5353,2
1935,False,3,0,4,0,3,4,True,3,3,24079.3022,0
1935,True,3,0,4,0,3,4,True,3,2,19273.1342,0
1936,False,1,0,2,0,4,4,True,1,3,8510.1621,0
1936,False,1,1,2,0,4,4,True,3,2,18080.6813,0
1936,True,2,1,4,0,4,4,True,3,2,17691.7526,0
1960,False,3,1,3,2,2,3,True,3,4,20459.4698,2
1960,False,4,1,4,4,1,3,True,3,1,23124.4038,2
1954,True,2,1,2,0,1,3,False,3,2,11305.4781,3
1954,True,2,1,2,0,0,2,False,1,3,5798.9403,3
1954,True,2,1,2,0,0,2,True,3,2,11209.1,3
1954,True,2,1,2,0,0,2,True,3,2,11164.9253,3
1954,False,2,1,3,0,0,2,True,3,2,13257.7985,3
1954,True,2,1,3,0,0,2,True,3,3,10583.9007,3
1953,False,2,0,3,0,4,4,True,3,2,18204.1936,0
1952,True,1,0,3,0,2,3,False,1,3,4134.022,2
1952,False,1,0,3,0,2,3,True,3,2,9976.1335,2
1937,True,4,0,2,2,4,4,False,2,4,14675.6068,0
1937,True,4,1,2,3,4,4,True,3,3,31540.9294,0
1937,True,4,1,2,3,3,4,True,2,4,26233.4499,0
1938,False,3,1,5,0,3,4,True,3,2,29189.177,0
1938,True,4,0,2,2,3,4,True,2,4,20190.1097,0
1938,True,4,0,1,1,4,4,True,2,4,19148.7636,0
1939,False,3,0,4,0,4,4,True,3,2,20899.5152,0
1939,True,3,0,5,0,3,4,True,3,2,17907.1803,0
1939,True,4,1,2,2,4,4,True,3,3,31506.115,0
1940,True,3,1,5,0,3,4,True,3,2,23305.2268,0
1940,True,3,1,5,0,3,4,False,1,2,11872.1396,0
1940,False,3,1,2,2,4,4,True,3,3,28245.3873,0
1968,True,3,0,3,0,3,4,True,0,5,11496.8876,0
1968,True,3,1,3,0,3,4,True,0,3,15011.4903,0
1968,False,4,0,1,1,4,4,False,1,2,16889.599,0
1968,True,4,1,1,1,3,4,True,0,4,22093.8792,0
1944,True,0,0,4,0,1,2,False,1,2,1102.5332,1
1979,True,2,1,0,0,2,2,False,1,2,9480.7683,3
1978,False,1,1,0,0,2,2,True,3,1,16601.3649,1
1978,False,2,1,0,0,2,2,False,1,2,11828.2381,3
1945,True,0,1,2,1,0,1,True,3,2,2312.9576,1
1945,True,0,0,4,0,1,2,True,3,2,2267.8355,1
1946,True,1,0,2,0,2,1,False,3,3,4788.1554,1
1947,False,0,0,4,0,1,2,True,3,2,2907.4765,1
1947,False,1,1,3,0,2,1,True,3,2,8687.3502,1
1970,True,1,0,1,1,3,2,True,0,1,5038.2054,1
1970,True,1,1,1,1,3,2,True,0,1,6682.329,1
1970,True,1,1,1,1,3,2,True,2,1,8680.5728,1
1968,False,2,0,2,2,3,2,False,0,1,6849.4203,3
1967,True,1,0,5,5,1,2,False,4,3,4444.3657,1
1967,False,1,0,2,2,3,2,False,0,1,4922.6944,1
1967,False,1,1,2,2,3,2,True,2,1,9969.6047,1
1967,False,1,0,2,2,3,2,True,2,1,7550.1774,1
1965,False,3,1,3,3,3,2,True,2,1,15872.7099,1
1965,False,3,1,3,3,3,2,True,2,2,15947.7769,1
1965,False,3,1,3,3,3,2,False,0,2,10289.6739,1
1965,False,3,0,3,3,3,2,True,2,3,12245.1672,2
1964,False,2,0,4,4,3,2,True,2,2,9285.9495,3
1964,False,2,1,4,4,3,2,True,2,2,12163.3867,3
1964,True,2,1,4,4,3,2,True,3,3,13366.2754,3
1964,False,2,0,5,5,3,2,True,2,1,8632.9497,3
1964,False,2,0,5,5,3,2,True,3,3,11976.0591,3
1964,False,2,0,5,5,3,2,True,2,3,8603.9049,3
1964,False,2,0,4,2,3,2,False,0,2,5949.3882,3
1964,False,2,0,4,2,3,2,False,0,2,6024.0404,3
1964,False,2,0,4,2,3,2,False,0,2,6050.3744,3
1963,False,2,0,4,2,3,2,False,0,3,5982.5827,3
1963,False,2,1,4,2,3,3,True,2,3,13979.6853,3
1963,False,2,0,4,2,3,3,False,0,2,6874.499,3
1963,False,2,0,4,2,3,3,True,2,3,10681.466,3
1963,False,2,0,4,2,3,3,True,0,2,8281.0697,3
1968,False,2,1,0,0,3,3,False,2,1,20081.8922,3
1968,False,2,1,0,0,3,3,True,2,1,24209.091,3
1962,False,2,0,1,0,3,3,False,0,1,9505.2699,3
1962,False,2,1,1,0,3,3,True,2,1,19238.6147,3
1962,False,2,0,1,0,3,3,True,2,1,14820.3066,3
1961,True,1,0,4,3,1,2,True,2,3,3744.3039,1
1961,True,1,0,4,3,1,2,True,2,4,3679.6142,1
1961,True,1,0,4,2,1,2,True,2,2,3738.3977,1
1961,True,2,0,1,0,2,2,True,2,1,8230.5326,3
1961,True,2,0,1,0,2,2,True,2,1,8147.5364,3
1960,True,2,1,1,0,2,2,True,0,1,8146.2653,3
1960,True,2,0,1,0,2,2,True,0,1,6320.0727,3
1967,False,1,1,0,0,2,2,False,2,1,10009.9188,1
1967,False,1,1,0,0,2,2,False,0,1,7599.3101,1
1967,False,1,0,0,0,2,2,False,0,1,5939.5081,1
1960,True,2,0,1,0,2,2,True,0,1,6306.7803,3
1959,True,2,0,1,0,2,2,True,2,1,8218.4197,3
1959,True,2,0,5,4,3,3,True,2,1,8036.9836,3
1959,False,2,1,5,4,3,3,True,2,1,13038.1654,3
1958,True,2,1,1,0,3,3,True,0,1,11803.3811,3
1958,True,2,1,1,0,3,3,True,2,1,15355.5702,3
1958,True,2,1,1,0,3,3,True,2,1,15378.921,3
1970,True,3,0,4,4,4,4,True,0,1,8502.2528,0
1968,True,2,1,5,5,3,3,True,4,3,15932.4168,3
1968,True,2,0,5,5,3,3,True,4,3,12334.0678,3
1967,True,2,0,5,5,3,3,True,4,4,12303.7525,3
1967,True,2,1,5,5,3,3,True,4,4,16031.9438,3
1967,True,3,0,5,5,4,4,True,0,3,7871.2054,0
1967,True,3,0,5,5,4,4,True,0,3,7798.6732,0
1966,True,3,0,5,5,3,3,True,0,4,7539.8647,2
1965,True,2,0,3,3,3,3,True,0,1,7089.6,3
1968,False,2,1,0,0,3,3,False,3,1,27903.5782,3
1968,False,2,0,0,0,3,3,False,0,1,11834.6846,3
1968,True,3,0,5,5,3,3,True,0,4,7518.3708,2
1965,False,2,0,0,0,3,3,True,3,1,25779.9527,3
1964,True,2,1,3,3,3,3,True,3,3,16600.9223,3
1964,True,2,1,4,4,3,3,True,0,2,8609.7855,3
1964,True,2,0,4,4,3,3,True,4,3,13218.6021,3
1963,True,2,1,5,5,3,3,True,3,3,14359.887,3
1973,False,1,0,0,0,2,1,True,2,1,7082.3171,1
1974,False,1,0,0,0,2,1,False,0,1,4498.2543,1
1974,False,1,0,0,0,2,1,True,2,1,7129.0089,1
1980,False,0,1,0,0,0,0,False,1,2,2551.2013,1
1973,False,1,1,0,0,1,0,False,1,1,6862.2746,1
1972,True,0,1,0,0,0,0,False,0,2,1925.8803,1
1972,True,0,0,0,0,0,0,False,0,2,1497.0003,1
1972,False,0,0,0,0,0,0,False,1,2,2023.3767,1
1972,True,0,0,0,0,0,0,False,0,3,1520.7276,1
1973,True,1,1,1,1,3,2,True,0,1,6627.1972,1
1972,False,0,1,0,0,0,0,False,0,2,2299.1809,1
1972,True,0,0,0,0,0,0,False,0,3,1495.273,1
1972,False,1,0,0,0,1,0,False,1,1,5198.4434,1
1972,False,1,1,0,0,1,0,False,1,1,6788.1781,1
1972,False,1,1,0,0,1,0,True,2,1,9702.6022,1
1972,False,1,1,0,0,1,0,True,2,1,9672.657,1
1971,False,0,0,0,0,0,0,False,1,2,2015.7261,1
1971,False,0,0,0,0,0,0,False,1,2,2037.614,1
1971,False,0,0,0,0,0,0,False,0,3,1899.9674,1
1971,False,1,0,0,0,1,0,True,2,1,7464.6493,1
1971,False,1,1,2,2,2,1,True,0,1,4732.947,1
1971,True,1,0,2,2,2,1,False,0,2,2392.4845,1
1974,False,1,0,3,3,2,1,True,1,2,3711.6255,1
1953,True,1,1,1,0,3,2,True,2,1,9540.0508,1
1944,False,2,0,4,0,3,4,False,1,2,9921.3882,0
1945,False,1,0,4,0,1,3,True,4,3,9168.4822,2
1945,False,1,1,4,0,1,3,True,4,2,11864.8808,2
1945,False,1,0,4,0,1,3,True,4,2,9123.6312,2
1945,False,2,0,4,0,3,4,True,4,2,21815.5091,0
1945,False,2,0,4,0,3,4,True,2,2,14192.6737,0
